交易哈希,区块号,时间戳,发送方,接收方,价值(BNB),代币方法,代币接收方,代币数量,交易费用(BNB),状态
0x2b0ebe21d64a6c28a797ffac19dacd998158fe07469ab7a2e02b6487b0fd6a48,47090043,2025-03-02 01:55:04,0xe96758119f98ce6dc225a6699a553cfa7ca137db,0x2383596efa3a0fc13efdcd776410deff25017417,0.0,transfer,0xe96758119f98ce6dc225a6699a553cfa7ca137db,1.0,0.000114459,成功
0x00c2881d9f83742a9bd3f5518be95968a2392ff80017dca9d1c614405aaf5c52,47090042,2025-03-02 01:55:01,0xe96758119f98ce6dc225a6699a553cfa7ca137db,0x2383596efa3a0fc13efdcd776410deff25017417,0.0,transfer,0xe96758119f98ce6dc225a6699a553cfa7ca137db,1.0,0.000114459,成功
0x3d25c9d0cdbc7aee1768017c65f4d9bd6b6d797dd105d2a21a2f3f58ed01a03f,47090040,2025-03-02 01:54:55,0x7cae6b515a7345997ebc42cfbcc3dca0aced5670,0x2383596efa3a0fc13efdcd776410deff25017417,0.0,,,0.0,4.841e-05,成功
0xc9c856d7f206e8d20576e1f532c1453c864518f66f4156dcb30c60b3755ed2a1,47090040,2025-03-02 01:54:55,0xe96758119f98ce6dc225a6699a553cfa7ca137db,0x2383596efa3a0fc13efdcd776410deff25017417,0.0,transfer,0xe96758119f98ce6dc225a6699a553cfa7ca137db,1.0,0.000114459,成功
0xa4826756e3d658ea91ea436eb1ec3dec1b56c9d7434c5113d814c42b4c6a587f,47090038,2025-03-02 01:54:49,0xfcebcc3da30e9801cd06d7d7c1d5ea9c88a50543,0x2383596efa3a0fc13efdcd776410deff25017417,0.0,transfer,0xe96758119f98ce6dc225a6699a553cfa7ca137db,0.505,7.3964e-05,成功
0x3dc810c826023400ff1bef3f43e75fb0f8afea4a2c98886b268d54e912dbc4b9,47090038,2025-03-02 01:54:49,0xe96758119f98ce6dc225a6699a553cfa7ca137db,0x2383596efa3a0fc13efdcd776410deff25017417,0.0,transfer,0xe96758119f98ce6dc225a6699a553cfa7ca137db,1.0,0.000114459,成功
0x4fd02797ff62d798f462a577b991b615580de60469f57140e3f384a8ac830add,47090037,2025-03-02 01:54:46,0x1f203b76a2eda34f15068a66d7f0213d4852a2ca,0x2383596efa3a0fc13efdcd776410deff25017417,0.0,transfer,0xb96a23adcdd19cba970be9e0935490b507d7b08e,0.1,8.1987e-05,成功
0xb4226a7413019d0ea4817800bf940cb2beef8d0672c60ba14beb403c293c300a,47090037,2025-03-02 01:54:46,0x7add7308633a0a20796f5ff71cc6be211014e3a8,0x2383596efa3a0fc13efdcd776410deff25017417,0.0,,,0.0,0.003203781,成功
0x035509a82abc18be0c2a8954c599ae63ab0f4a46d22d887a652f2b2b3a159a0e,47090036,2025-03-02 01:54:43,0xe96758119f98ce6dc225a6699a553cfa7ca137db,0x2383596efa3a0fc13efdcd776410deff25017417,0.0,transfer,0xe96758119f98ce6dc225a6699a553cfa7ca137db,1.0,0.000114459,成功
0x7d85773a5b2d3b5e96cbdba211081738ca442e2de4ff1bfeedcd47b9df33961f,47090034,2025-03-02 01:54:37,0xe96758119f98ce6dc225a6699a553cfa7ca137db,0x2383596efa3a0fc13efdcd776410deff25017417,0.0,transfer,0xe96758119f98ce6dc225a6699a553cfa7ca137db,1.0,0.000114459,成功
